,Article_ID,Date,wordCount,Source
2636,6BRY-D8Y1-JCMN-Y0PM-00000-00,09 April 2024,439,Al Jazeera English
2637,Batch 01 - BBC  - 1592,06 March 2024,477,BBC
2638,6BS0-VYV1-JBG3-6030-00000-00,09 April 2024,1172,The New York Times
2639,6BPX-2NK1-DXY4-X044-00000-00,04 April 2024,419,The New York Times
2640,69WN-3521-JBG3-6296-00000-00,17 December 2023,1927,The New York Times
2641,6D43-WKW1-JBG3-64DN-00000-00,05 October 2024,1898,The New York Times
2642,6BXV-F191-JBG3-63B6-00000-00,02 May 2024,2117,The New York Times
2643,6BXW-RSJ1-DXY4-X4KS-00000-00,02 May 2024,1490,The New York Times
2644,6CHX-2BG1-DXY4-X299-00000-00,21 July 2024,1459,The New York Times
2645,6BW7-2021-DXY4-X0CF-00000-00,24 April 2024,1588,The New York Times
2646,6BY4-9131-DXY4-X010-00000-00,03 May 2024,752,The New York Times
2647,6BV4-0RD1-JBG3-6021-00000-00,19 April 2024,1164,The New York Times
2648,6BXD-GH81-DY7V-G0DS-00000-00,30 April 2024,870,CNN Wire
2649,Batch 01 - BBC  - 1452,28 April 2024,457,BBC
2650,6D4H-V1P1-JBG3-64W3-00000-00,07 October 2024,1776,The New York Times
2651,69P2-F7S1-DY7V-G2VM-00000-00,29 October 2023,912,CNN Wire
2652,6C5W-YPW1-DXY4-X0NB-00000-00,04 June 2024,1945,The New York Times
2653,6BT6-S471-JBSS-S00K-00000-00,15 April 2024,1500,CNN Wire
2654,69H7-5M31-F03R-N0KY-00000-00,29 October 2023,1448,Al Jazeera English
2655,6C39-0YX1-DXY4-X55H-00000-00,23 May 2024,1366,The New York Times
2656,6CS9-S071-JBG3-6010-00000-00,20 August 2024,2070,The New York Times
2657,6CMS-17D1-JBG3-6050-00000-00,03 August 2024,1306,The New York Times
2658,6B0M-NN91-JBG3-61Y2-00000-00,31 December 2023,3452,The New York Times
2659,6D2N-JGY1-DXY4-X39T-00000-00,28 September 2024,1141,The New York Times
2660,6D2W-MWT1-DYR7-C18F-00000-00,30 September 2024,1167,The New York Times
2661,6D09-VW61-JCMN-Y30J-00000-00,17 September 2024,1145,Al Jazeera English
2662,69DF-Y461-F03R-N37G-00000-00,16 October 2023,967,Al Jazeera English
2663,6BK8-7471-F03R-N02T-00000-00,11 March 2024,1727,Al Jazeera English
2664,6BTH-67T1-JBSS-S010-00000-00,16 April 2024,995,CNN Wire
2665,6CJ5-HF41-JCMN-Y0XV-00000-00,22 July 2024,1272,Al Jazeera English
2666,69VD-1TT1-DXY4-X1CV-00000-00,11 December 2023,1187,The New York Times
2667,6B17-RKY1-JCMN-Y0KK-00000-00,03 January 2024,1444,Al Jazeera English
2668,Batch 01 - BBC  - 687,16 May 2024,834,BBC
2669,Batch 01 - BBC  - 1209,10 April 2024,1099,BBC
2670,6BFM-CJD1-F03R-N4TH-00000-00,01 March 2024,1087,Al Jazeera English
2671,69TY-93S1-JCMN-Y4RK-00000-00,08 December 2023,1063,Al Jazeera English
2672,6CTW-9RR1-DXY4-X04G-00000-00,27 August 2024,993,The New York Times
2673,6C0S-5RB1-DXY4-X00X-00000-00,11 May 2024,1052,The New York Times
2674,6CD3-DY51-JCMN-Y3YD-00000-00,03 July 2024,1040,Al Jazeera English
2675,6CJJ-1461-DXY4-X05R-00000-00,24 July 2024,1224,The New York Times
2676,6D31-N7P1-DXY4-X503-00000-00,30 September 2024,1144,The New York Times
2677,69PR-82V1-JBG3-600G-00000-00,24 November 2023,1956,The New York Times
2678,69X3-B281-JCMN-Y29J-00000-00,19 December 2023,805,Al Jazeera English
2679,69KY-M5G1-JCMN-Y28F-00000-00,11 November 2023,1437,Al Jazeera English
2680,6BSK-8311-JBSS-S00D-00000-00,12 April 2024,857,CNN Wire
2681,6BKD-TH31-JBG3-63TV-00000-00,18 March 2024,647,The New York Times
2682,69FR-7NH1-JBG3-62CH-00000-00,22 October 2023,450,The New York Times
2683,6C4C-0N41-F03R-N2JF-00000-00,28 May 2024,386,Al Jazeera English
2684,Batch 01 - BBC  - 1343,06 March 2024,580,BBC
2685,6BH6-52H1-F03R-N269-00000-00,08 March 2024,829,Al Jazeera English
2686,6C95-4X01-F03R-N0T4-00000-00,19 June 2024,603,Al Jazeera English
2687,6CSC-B6R1-F03R-N48J-00000-00,20 August 2024,899,Al Jazeera English
2688,6C1X-0BF1-F03R-N0VT-00000-00,16 May 2024,459,Al Jazeera English
2689,69FN-C6T1-F03R-N0KW-00000-00,22 October 2023,379,Al Jazeera English
2690,69MT-GV41-JCMN-Y2HH-00000-00,15 November 2023,523,Al Jazeera English
2691,Batch 01 - BBC  - 251,07 November 2023,880,BBC
2692,69MJ-CCS1-JCMN-Y2D4-00000-00,14 November 2023,398,Al Jazeera English
2693,Batch 01 - BBC  - 1232,07 November 2023,394,BBC
2694,Batch 01 - BBC  - 1045,03 November 2023,860,BBC
2695,Batch 01 - BBC  - 390,15 August 2024,521,BBC
2696,Batch 01 - BBC  - 151,14 March 2024,1879,BBC
2697,69KG-J531-JBG3-60NS-00000-00,08 November 2023,414,The New York Times
2698,69WW-C1N1-JCMN-Y2YW-00000-00,18 December 2023,660,Al Jazeera English
2699,6C3S-R981-JCMN-Y0W4-00000-00,25 May 2024,430,Al Jazeera English
2700,6B3V-G961-DXY4-X004-00000-00,15 January 2024,349,The New York Times
2701,6BY2-WY11-DY7V-G16X-00000-00,03 May 2024,652,CNN Wire
2702,Batch 01 - BBC  - 712,20 June 2024,461,BBC
2703,6C81-5V61-JBG3-6008-00000-00,14 June 2024,2670,The New York Times
2704,6CFM-PWS1-DXY4-X0KC-00000-00,10 July 2024,1429,The New York Times
2705,6BFF-YBR1-JBSS-S55T-00000-00,29 February 2024,1893,CNN Wire
2706,Batch 01 - BBC  - 1298,15 April 2024,398,BBC
2707,Batch 01 - BBC  - 991,23 October 2023,81,BBC
2708,6C22-0T01-JBG3-600H-00000-00,17 May 2024,1131,The New York Times
2709,6BR8-S261-JBG3-60N6-00000-00,06 April 2024,1509,The New York Times
2710,6CR1-1JH1-JBG3-619V-00000-00,14 August 2024,590,The New York Times
2711,Batch 01 - BBC  - 832,04 August 2024,378,BBC
2712,Batch 01 - BBC  - 987,28 November 2023,255,BBC
2713,69HN-6JD1-JBSS-S4MR-00000-00,31 October 2023,2163,CNN Wire
2714,69G4-P8C1-JBG3-64X0-00000-00,24 October 2023,961,The New York Times
2715,Batch 01 - BBC  - 1971,23 June 2024,470,BBC
2716,69CT-40H1-JCMN-Y2JY-00000-00,13 October 2023,866,Al Jazeera English
2717,6BFM-41G1-DXY4-X2MF-00000-00,01 March 2024,781,The New York Times
2718,6BYJ-4YX1-DXY4-X1TS-00000-00,05 May 2024,957,The New York Times
2719,6C0M-7T71-JBG3-60C3-00000-00,10 May 2024,575,The New York Times
2720,6BP7-RM81-DXY4-X0W6-00000-00,01 April 2024,700,The New York Times
2721,69G8-FJC1-DXY4-X05P-00000-00,24 October 2023,772,The New York Times
2722,69GT-DF71-F03R-N002-00000-00,27 October 2023,864,Al Jazeera English
2723,6C7F-8F61-DY7V-G0X8-00000-00,11 June 2024,1172,CNN Wire
2724,6CW1-D8C1-DY7V-G0FC-00000-00,02 September 2024,1079,CNN Wire
2725,6D21-MR21-F03R-N15P-00000-00,25 September 2024,767,Al Jazeera English
2726,Batch 01 - BBC  - 1025,06 May 2024,89,BBC
2727,69GJ-82F1-F03R-N051-00000-00,26 October 2023,689,Al Jazeera English
2728,69CT-8MB1-JCMN-Y05H-00000-00,13 October 2023,1132,Al Jazeera English
2729,69PH-S481-JCMN-Y007-00000-00,23 November 2023,525,Al Jazeera English
2730,6BKN-NTJ1-JCMN-Y000-00000-00,20 March 2024,1672,Al Jazeera English
2731,6BHR-YC91-DXY4-X00H-00000-00,11 March 2024,1416,The New York Times
2732,69TR-TYB1-JCMN-Y12G-00000-00,08 December 2023,1603,Al Jazeera English
2733,6BWB-XM51-JBG3-60V4-00000-00,25 April 2024,2022,The New York Times
2734,Batch 01 - BBC  - 632,29 October 2023,90,BBC
2735,69HW-DD11-F03R-N4CH-00000-00,01 November 2023,830,Al Jazeera English
2736,Batch 01 - BBC  - 1579,17 December 2023,123,BBC
2737,Batch 01 - BBC  - 2028,21 June 2024,335,BBC
2738,6C83-8DJ1-JBG3-604G-00000-00,14 June 2024,609,The New York Times
2739,Batch 01 - BBC  - 568,02 September 2024,279,BBC
2740,69HT-9P31-JBG3-61VG-00000-00,01 November 2023,534,The New York Times
2741,69C0-0MW1-DXY4-X04F-00000-00,09 October 2023,1595,The New York Times
2742,6CGN-V721-DXY4-X0D8-00000-00,15 July 2024,592,The New York Times
2743,Batch 01 - BBC  - 753,26 February 2024,543,BBC
2744,Batch 01 - BBC  - 895,12 March 2024,459,BBC
2745,Batch 01 - BBC  - 424,26 February 2024,192,BBC
2746,6BY4-HS61-JBG3-603N-00000-00,03 May 2024,1763,The New York Times
2747,6BK3-B0N1-JBG3-62SV-00000-00,17 March 2024,603,The New York Times
2748,Batch 01 - BBC  - 1626,13 March 2024,97,BBC
2749,6D0H-HHV1-JBSS-S1CH-00000-00,18 September 2024,600,CNN Wire
2750,69MD-7F21-DXY4-X24B-00000-00,13 November 2023,413,The New York Times
2751,69BY-13X1-DXY4-X024-00000-00,09 October 2023,311,The New York Times
2752,6CJX-F031-DXY4-X1KT-00000-00,25 July 2024,710,The New York Times
2753,6B79-6KN1-JBG3-602K-00000-00,31 January 2024,522,The New York Times
2754,6C04-83H1-JBG3-60XC-00000-00,08 May 2024,1905,The New York Times
2755,6B7F-2HB1-JCMN-Y4F1-00000-00,01 February 2024,709,Al Jazeera English
2756,69GB-XYB1-F03R-N17R-00000-00,25 October 2023,785,Al Jazeera English
2757,6BJ1-77F1-DXY4-X07R-00000-00,12 March 2024,400,The New York Times
2758,Batch 01 - BBC  - 1340,11 October 2023,650,BBC
2759,6CMY-0881-JCMN-Y004-00000-00,04 August 2024,687,Al Jazeera English
2760,6CK7-67J1-JBSS-S1H1-00000-00,27 July 2024,1615,CNN Wire
2761,6CSX-9MR1-JBSS-S004-00000-00,23 August 2024,2394,CNN Wire
2762,6CBC-VFR1-DY7V-G015-00000-00,25 June 2024,1616,CNN Wire
2763,69P2-6FM1-DY7V-G1RG-00000-00,11 October 2023,1803,CNN Wire
2764,6BG7-HVS1-JBSS-S0ND-00000-00,04 March 2024,1460,CNN Wire
2765,Batch 01 - BBC  - 1054,05 March 2024,690,BBC
2766,Batch 01 - BBC  - 194,06 February 2024,393,BBC
2767,6BBV-N791-JBSS-S0XW-00000-00,17 February 2024,556,CNN Wire
2768,6D3X-N0F1-JBG3-63F2-00000-00,04 October 2024,1047,The New York Times
2769,6D4C-F4S1-JC85-N2HT-00000-00,07 October 2024,1043,The New York Times
2770,6B66-34N1-DXY4-X00T-00000-00,26 January 2024,1181,The New York Times
2771,6B9C-0DB1-JBG3-600F-00000-00,10 February 2024,1499,The New York Times
2772,6CGM-TCD1-JBG3-60PG-00000-00,15 July 2024,928,The New York Times
2773,6CWN-N4X1-JBG3-608D-00000-00,04 September 2024,1420,The New York Times
2774,6C93-1G01-F03R-N15B-00000-00,19 June 2024,546,Al Jazeera English
2775,69P2-7HJ1-DY7V-G271-00000-00,16 October 2023,1349,CNN Wire
2776,6CD9-7F21-F03R-N007-00000-00,04 July 2024,662,Al Jazeera English
2777,69P2-N1G1-JBSS-S2FW-00000-00,20 November 2023,1189,CNN Wire
2778,6BK8-7471-F03R-N02X-00000-00,06 March 2024,1238,Al Jazeera English
2779,69KK-BBS1-DY7V-G2CG-00000-00,09 November 2023,3309,CNN Wire
2780,69DK-8601-DY7V-G006-00000-00,17 October 2023,1217,CNN Wire
2781,69DD-20W1-JCMN-Y3B7-00000-00,16 October 2023,810,Al Jazeera English
2782,Batch 01 - BBC  - 1184,23 July 2024,807,BBC
2783,69JV-F4R1-F03R-N0Y0-00000-00,06 November 2023,1321,Al Jazeera English
2784,6BCY-S6F1-F03R-N43S-00000-00,22 February 2024,603,Al Jazeera English
2785,69P2-D541-DY7V-G2F9-00000-00,30 October 2023,1045,CNN Wire
2786,69FW-BS21-JCMN-Y432-00000-00,23 October 2023,399,Al Jazeera English
2787,69CB-5N91-JBSS-S00M-00000-00,11 October 2023,1612,CNN Wire
2788,69CC-6F31-JBG3-60SX-00000-00,11 October 2023,1156,The New York Times
2789,69G3-9GW1-F03R-N000-00000-00,24 October 2023,672,Al Jazeera English
2790,69G3-09C1-JCMN-Y1X4-00000-00,24 October 2023,572,Al Jazeera English
2791,6C4T-23M1-JBSS-S3R1-00000-00,30 May 2024,1147,CNN Wire
2792,6C4V-WV91-F03R-N03Y-00000-00,30 May 2024,441,Al Jazeera English
2793,6B93-W6K1-DY7V-G004-00000-00,09 February 2024,783,CNN Wire
2794,69F1-Y341-JBSS-S1FV-00000-00,19 October 2023,623,CNN Wire
2795,69MT-B7X1-F03R-N23P-00000-00,15 November 2023,1404,Al Jazeera English
2796,69P3-04K1-JBG3-601N-00000-00,20 November 2023,473,The New York Times
2797,6CJR-9XV1-JBSS-S115-00000-00,25 July 2024,1450,CNN Wire
2798,69FW-PF51-JBSS-S29S-00000-00,23 October 2023,1499,CNN Wire
2799,69G0-5BP1-JBSS-S2FD-00000-00,23 October 2023,418,CNN Wire
2800,69F2-3PW1-DXY4-X191-00000-00,19 October 2023,515,The New York Times
2801,6BJC-6G21-DY7V-G004-00000-00,14 March 2024,460,CNN Wire
2802,69NW-6181-JCMN-Y2XF-00000-00,20 November 2023,619,Al Jazeera English
2803,6BKF-T2R1-JBSS-S4D6-00000-00,19 March 2024,956,CNN Wire
2804,69PB-SC41-JCMN-Y41V-00000-00,22 November 2023,686,Al Jazeera English
2805,6CC0-SFV1-DXY4-X162-00000-00,28 June 2024,1335,The New York Times
2806,6B7F-7TD1-JBG3-600T-00000-00,01 February 2024,997,The New York Times
2807,6B2V-1CC1-JBG3-643Y-00000-00,10 January 2024,1338,The New York Times
2808,69KS-GF31-DXY4-X3CP-00000-00,10 November 2023,480,The New York Times
2809,Batch 01 - BBC  - 939,20 October 2023,319,BBC
2810,69KK-K3D1-DY7V-G2F5-00000-00,09 November 2023,728,CNN Wire
2811,69VT-V4Y1-JCMN-Y1D8-00000-00,13 December 2023,1175,Al Jazeera English
2812,69RT-3YS1-DXY4-X0NN-00000-00,29 November 2023,977,The New York Times
2813,6CFC-2HP1-DXY4-X01G-00000-00,09 July 2024,942,The New York Times
2814,6CY5-9TH1-DXY4-X04J-00000-00,11 September 2024,688,The New York Times
2815,6BY8-2571-DXY4-X0VX-00000-00,04 May 2024,1245,The New York Times
2816,6D4B-C9N1-DXY4-X2MV-00000-00,06 October 2024,1819,The New York Times
2817,69P2-JSY1-JBSS-S1N3-00000-00,10 November 2023,948,CNN Wire
2818,69P2-GCY1-JBSS-S1F9-00000-00,15 November 2023,840,CNN Wire
2819,69BW-N741-JBSS-S01Y-00000-00,09 October 2023,550,CNN Wire
2820,Batch 01 - BBC  - 968,27 August 2024,155,BBC
2821,Batch 01 - BBC  - 799,06 December 2023,377,BBC
2822,6CY0-JP61-F03R-N184-00000-00,11 September 2024,467,Al Jazeera English
2823,69P2-9TH1-JBSS-S0JH-00000-00,16 October 2023,1271,CNN Wire
2824,6BXN-8RM1-JBSS-S16X-00000-00,01 May 2024,576,CNN Wire
2825,69S9-14D1-F03R-N0VY-00000-00,01 December 2023,577,Al Jazeera English
2826,69YH-MTH1-F03R-N10V-00000-00,26 December 2023,620,Al Jazeera English
2827,69Y5-TR31-JBG3-62FX-00000-00,24 December 2023,1963,The New York Times
2828,69WF-NXP1-DY7V-G2VT-00000-00,16 December 2023,1104,CNN Wire
2829,6B1B-2H61-JBG3-6501-00000-00,03 January 2024,1019,The New York Times
2830,6CGN-R4Y1-JCMN-Y04W-00000-00,15 July 2024,433,Al Jazeera English
2831,69S2-8MX1-F03R-N2HG-00000-00,30 November 2023,703,Al Jazeera English
2832,69PR-MCJ1-DY7V-G01S-00000-00,24 November 2023,1032,CNN Wire
2833,6BDV-9VJ1-DXY4-X05H-00000-00,26 February 2024,822,The New York Times
2834,6C7M-KX11-F03R-N0HN-00000-00,12 June 2024,1150,Al Jazeera English
2835,Batch 01 - BBC  - 1106,04 August 2024,258,BBC
2836,6D22-8SC1-JCMN-Y0HJ-00000-00,25 September 2024,953,Al Jazeera English
2837,Batch 02 - BBC  - 2043,23 September 2024,888,BBC
2838,6C70-KW01-JCMN-Y003-00000-00,09 June 2024,833,Al Jazeera English
2839,69CC-5RG1-JCMN-Y03Y-00000-00,11 October 2023,494,Al Jazeera English
2840,6BXF-7851-DXY4-X24W-00000-00,30 April 2024,1100,The New York Times
2841,6BFM-2W41-DXY4-X2M7-00000-00,01 March 2024,1457,The New York Times
2842,6B5R-GBW1-JBG3-6037-00000-00,24 January 2024,3918,The New York Times
2843,6C0P-X5H1-JBG3-60DS-00000-00,10 May 2024,1014,The New York Times
2844,69TB-DW01-JBG3-61MM-00000-00,06 December 2023,1387,The New York Times
2845,6BW6-H2T1-DXY4-X09C-00000-00,24 April 2024,1644,The New York Times
2846,6BX2-JC11-DXY4-X110-00000-00,28 April 2024,1322,The New York Times
2847,6BRT-DPX1-JBG3-602M-00000-00,08 April 2024,1855,The New York Times
2848,6BXF-S2F1-JBSS-S10F-00000-00,30 April 2024,2148,CNN Wire
2849,6CRW-F771-DXY4-X019-00000-00,18 August 2024,1715,The New York Times
2850,6BWY-WRJ1-JBG3-6327-00000-00,28 April 2024,2594,The New York Times
2851,6BTX-BPK1-JBG3-6034-00000-00,18 April 2024,1593,The New York Times
2852,6BNF-V121-JBSS-S001-00000-00,28 March 2024,762,CNN Wire
2853,6BR5-5DR1-JCMN-Y0VW-00000-00,05 April 2024,515,Al Jazeera English
2854,6BXP-9CX1-JBG3-62J3-00000-00,01 May 2024,471,The New York Times
2855,6BXP-BH91-DY7V-G0VV-00000-00,01 May 2024,347,CNN Wire
2856,6BXP-7VC1-F03R-N1KT-00000-00,01 May 2024,580,Al Jazeera English
2857,Batch 01 - BBC  - 1089,05 September 2024,405,BBC
2858,6C39-MNF1-JCMN-Y4FX-00000-00,23 May 2024,486,Al Jazeera English
2859,6BCP-MVF1-F03R-N003-00000-00,21 February 2024,567,Al Jazeera English
2860,6BYY-RM01-JCMN-Y083-00000-00,07 May 2024,846,Al Jazeera English
2861,6C0H-15X1-JBG3-602C-00000-00,09 May 2024,399,The New York Times
2862,6BWK-RY01-DXY4-X026-00000-00,26 April 2024,1139,The New York Times
2863,69CK-W281-DXY4-X08K-00000-00,12 October 2023,1377,The New York Times
2864,69MV-W931-JBG3-61KV-00000-00,15 November 2023,948,The New York Times
2865,6C1V-S7X1-JBG3-600S-00000-00,16 May 2024,1231,The New York Times
2866,6C62-9071-DXY4-X00B-00000-00,04 June 2024,934,The New York Times
2867,6C64-3JH1-JBSS-S02C-00000-00,05 June 2024,599,CNN Wire
2868,6B8J-DDP1-JBG3-601C-00000-00,06 February 2024,1372,The New York Times
2869,6BTD-JRB1-DXY4-X025-00000-00,16 April 2024,1651,The New York Times
2870,6CR5-Y351-JBSS-S0NC-00000-00,15 August 2024,1703,CNN Wire
2871,6CR5-WST1-DXY4-X341-00000-00,14 August 2024,1553,The New York Times
2872,6C20-G6S1-DXY4-X00Y-00000-00,16 May 2024,408,The New York Times
2873,6BXF-9KR1-JBG3-615T-00000-00,30 April 2024,321,The New York Times
2874,6BX6-HCY1-DXY4-X1R5-00000-00,29 April 2024,1586,The New York Times
2875,6CR8-XRN1-DXY4-X3GC-00000-00,15 August 2024,1224,The New York Times
2876,6CF5-CH21-DXY4-X02T-00000-00,08 July 2024,1260,The New York Times
2877,6BXM-81B1-JBG3-628G-00000-00,01 May 2024,1390,The New York Times
2878,6BXM-3FN1-DXY4-X2JM-00000-00,01 May 2024,478,The New York Times
2879,6BTY-4K81-DXY4-X00P-00000-00,18 April 2024,696,The New York Times
2880,6BV9-H9B1-JBG3-60R6-00000-00,20 April 2024,1363,The New York Times
2881,6B5K-90T1-F03R-N414-00000-00,23 January 2024,477,Al Jazeera English
2882,69G5-JC41-JBG3-651W-00000-00,24 October 2023,1324,The New York Times
2883,6BYR-BTF1-JCMN-Y04J-00000-00,06 May 2024,621,Al Jazeera English
2884,Batch 01 - BBC  - 696,02 May 2024,918,BBC
2885,6BVJ-DW71-JBSS-S00C-00000-00,21 April 2024,2079,CNN Wire
2886,6BTR-4S11-F03R-N2HM-00000-00,17 April 2024,1582,Al Jazeera English
2887,6BHV-8RT1-DY7V-G028-00000-00,11 March 2024,539,CNN Wire
2888,6CFB-XGN1-JCMN-Y01H-00000-00,09 July 2024,411,Al Jazeera English
2889,69P2-BYN1-JBSS-S0VD-00000-00,25 October 2023,1003,CNN Wire
2890,6C1V-VFV1-JBSS-S023-00000-00,16 May 2024,1906,CNN Wire
2891,Batch 01 - BBC  - 941,15 August 2024,1024,BBC
2892,6C5Y-79R1-JBSS-S01P-00000-00,04 June 2024,494,CNN Wire
2893,6B9V-N2Y1-DY7V-G040-00000-00,12 February 2024,637,CNN Wire
2894,Batch 01 - BBC  - 1041,04 September 2024,771,BBC
2895,6BX8-9B21-F03R-N1MK-00000-00,29 April 2024,1075,Al Jazeera English
2896,6BVR-39C1-JBG3-600M-00000-00,22 April 2024,868,The New York Times
2897,6BWS-2PC1-F03R-N000-00000-00,27 April 2024,635,Al Jazeera English
2898,6BYG-4M21-DY7V-G1DT-00000-00,05 May 2024,1437,CNN Wire
2899,Batch 01 - BBC  - 1998,19 April 2024,743,BBC
2900,Batch 01 - BBC  - 257,24 April 2024,1101,BBC
2901,Batch 01 - BBC  - 1299,27 April 2024,636,BBC
2902,6CB6-0K71-JBSS-S0GX-00000-00,24 June 2024,667,CNN Wire
2903,6BWD-2TW1-JBSS-S02T-00000-00,25 April 2024,1115,CNN Wire
2904,6BTN-15X1-F03R-N006-00000-00,17 April 2024,1614,Al Jazeera English
2905,6BW4-THY1-F03R-N3DG-00000-00,24 April 2024,1063,Al Jazeera English
2906,6BWT-2RG1-JBSS-S0CT-00000-00,27 April 2024,1046,CNN Wire
2907,6CVH-09G1-DY7V-G06T-00000-00,30 August 2024,1149,CNN Wire
2908,6CVG-X8F1-JBG3-600H-00000-00,30 August 2024,989,The New York Times
2909,6BXM-SHJ1-JCMN-Y09H-00000-00,01 May 2024,954,Al Jazeera English
2910,6BVS-SCW1-DXY4-X3FB-00000-00,22 April 2024,1692,The New York Times
2911,6BTM-J171-DXY4-X0KY-00000-00,17 April 2024,1528,The New York Times
2912,6BY7-1FH1-JBG3-604M-00000-00,03 May 2024,840,The New York Times
2913,6BWM-TRJ1-JBG3-6237-00000-00,26 April 2024,699,The New York Times
2914,6BYX-NBN1-JBSS-S002-00000-00,07 May 2024,805,CNN Wire
2915,6BV4-32S1-DXY4-X0G9-00000-00,19 April 2024,1473,The New York Times
2916,Batch 02 - BBC  - 2023,15 September 2024,791,BBC
2917,Batch 01 - BBC  - 1055,16 August 2024,460,BBC
2918,69GC-D5W1-JBG3-61F2-00000-00,25 October 2023,644,The New York Times
2919,69FX-F2K1-DXY4-X00W-00000-00,23 October 2023,1927,The New York Times
2920,6D0N-KW61-JBG3-632G-00000-00,19 September 2024,682,The New York Times
2921,69V0-9461-JBSS-S2X9-00000-00,09 December 2023,1129,CNN Wire
2922,6D0X-04S1-F03R-N1MV-00000-00,20 September 2024,473,Al Jazeera English
2923,6BFC-KWN1-DY7V-G0K5-00000-00,29 February 2024,1327,CNN Wire
2924,6C3R-S3W1-DXY4-X3HF-00000-00,25 May 2024,1841,The New York Times
2925,69CJ-YRV1-JBG3-601W-00000-00,12 October 2023,579,The New York Times
2926,69BG-W0W1-DXY4-X19H-00000-00,07 October 2023,6417,The New York Times
2927,6B0G-95K1-DXY4-X01V-00000-00,30 December 2023,6273,The New York Times
2928,Batch 01 - BBC  - 966,09 August 2024,1564,BBC
2929,69DF-PM01-JBG3-63HG-00000-00,16 October 2023,1244,The New York Times
2930,6B1G-70K1-JCMN-Y4K1-00000-00,04 January 2024,519,Al Jazeera English
2931,69X4-NCC1-JBG3-6522-00000-00,19 December 2023,1011,The New York Times
2932,69N3-3BW1-JBG3-621V-00000-00,16 November 2023,1021,The New York Times
2933,6BKP-V3P1-DXY4-X040-00000-00,20 March 2024,1876,The New York Times
2934,6B2B-40F1-DY7V-G008-00000-00,08 January 2024,1476,CNN Wire
2935,6BKH-1J81-JBSS-S4K0-00000-00,19 March 2024,417,CNN Wire
2936,6C53-P0B1-DXY4-X2HY-00000-00,31 May 2024,698,The New York Times
2937,69F0-XD71-JBG3-60GT-00000-00,18 October 2023,522,The New York Times
2938,6BT2-9DV1-DY7V-G02G-00000-00,14 April 2024,984,CNN Wire
2939,6B5J-N871-JBSS-S02D-00000-00,23 January 2024,417,CNN Wire
2940,6CNJ-W941-JBG3-603D-00000-00,07 August 2024,841,The New York Times
2941,Batch 01 - BBC  - 1241,26 October 2023,664,BBC
2942,6C00-B581-JBG3-6032-00000-00,07 May 2024,501,The New York Times
2943,6CBS-YJX1-F03R-N3T5-00000-00,27 June 2024,453,Al Jazeera English
2944,6CSJ-T6N1-JBG3-607J-00000-00,21 August 2024,704,The New York Times
2945,Batch 01 - BBC  - 420,02 September 2024,513,BBC
2946,6CNK-7451-JCMN-Y062-00000-00,07 August 2024,476,Al Jazeera English
2947,6BSK-RYM1-JBSS-S00B-00000-00,12 April 2024,606,CNN Wire
2948,6BS6-84R1-DY7V-G04C-00000-00,10 April 2024,854,CNN Wire
2949,69HB-T571-DXY4-X00H-00000-00,29 October 2023,517,The New York Times
2950,69P2-F7S1-DY7V-G2X1-00000-00,02 November 2023,1174,CNN Wire
2951,69P2-GCY1-JBSS-S14R-00000-00,01 November 2023,1393,CNN Wire
2952,69HN-6JD1-JBSS-S4MT-00000-00,31 October 2023,596,CNN Wire
2953,69P2-KWY1-JBSS-S264-00000-00,17 November 2023,881,CNN Wire
2954,69TR-BG21-JBG3-63X2-00000-00,08 December 2023,1875,The New York Times
2955,6BK8-7471-F03R-N03N-00000-00,19 February 2024,1476,Al Jazeera English
2956,6B3B-SHD1-DY7V-G00T-00000-00,13 January 2024,568,CNN Wire
2957,6BXM-3FN1-DXY4-X2HC-00000-00,01 May 2024,253,The New York Times
2958,69J1-C2K1-JBG3-63K1-00000-00,02 November 2023,210,The New York Times
2959,69SN-HD21-DXY4-X05Y-00000-00,03 December 2023,403,The New York Times
2960,6B7V-TVN1-JBG3-60PG-00000-00,03 February 2024,360,The New York Times
2961,69J7-BBR1-JBG3-6039-00000-00,03 November 2023,286,The New York Times
2962,6B83-NYR1-DXY4-X05D-00000-00,04 February 2024,303,The New York Times
2963,6BC3-8HH1-JBG3-62JP-00000-00,06 March 2024,404,The New York Times
2964,6B8P-R7K1-DXY4-X030-00000-00,07 February 2024,349,The New York Times
2965,6BYW-XF61-JBG3-60R2-00000-00,07 May 2024,462,The New York Times
2966,69K3-CMT1-DXY4-X4TD-00000-00,07 November 2023,617,The New York Times
2967,69BG-47B1-DXY4-X0P2-00000-00,07 October 2023,190,The New York Times
2968,69BR-0J61-DXY4-X05K-00000-00,08 October 2023,530,The New York Times
